bidder_tender_id,tender_id,bidder_id,bid_submission_date,bid_status,participation_status,bid_amount,documents_submitted_count,submission_completeness,scenario,difficulty_level,synthetic_flag
BT-002390,TND-000602,BID-000477,2026-04-04,SUBMITTED,ACTIVE,180413100.0,7,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002391,TND-000602,BID-001097,2026-04-04,SUBMITTED,ACTIVE,176448700.0,7,1.0,INCONSISTENT_DOCUMENT,MEDIUM,True
BT-002392,TND-000602,BID-000545,2026-04-04,SUBMITTED,ACTIVE,240271200.0,7,1.0,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-002393,TND-000602,BID-000606,2026-04-04,SUBMITTED,ACTIVE,189748800.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-002397,TND-000604,BID-001295,2025-08-29,SUBMITTED,ACTIVE,49031700.0,5,0.833,PARTIAL_COMPLIANCE,EASY,True
BT-002398,TND-000604,BID-000514,2025-08-29,SUBMITTED,ACTIVE,47097900.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002399,TND-000604,BID-001572,2025-08-29,SUBMITTED,ACTIVE,51004300.0,6,1.0,HARD_AMBIGUOUS_CASE,EASY,True
BT-002400,TND-000605,BID-000224,2025-06-21,SUBMITTED,ACTIVE,16877300.0,6,0.857,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002401,TND-000605,BID-000111,2025-06-21,SUBMITTED,ACTIVE,16032300.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002402,TND-000605,BID-000950,2025-06-21,SUBMITTED,ACTIVE,15404600.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-002403,TND-000605,BID-001086,2025-06-21,SUBMITTED,ACTIVE,15163500.0,4,0.571,MISSING_DOCUMENT,MEDIUM,True
BT-002407,TND-000607,BID-001100,2025-04-14,SUBMITTED,ACTIVE,226164800.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002408,TND-000607,BID-001848,2025-04-14,SUBMITTED,ACTIVE,216284300.0,6,0.857,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002409,TND-000607,BID-001509,2025-04-14,SUBMITTED,ACTIVE,201030100.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-002410,TND-000607,BID-001531,2025-04-14,SUBMITTED,ACTIVE,186142900.0,6,0.857,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002411,TND-000608,BID-000310,2026-08-28,SUBMITTED,ACTIVE,119892100.0,6,1.0,INCONSISTENT_DOCUMENT,HARD,True
BT-002412,TND-000608,BID-001756,2026-08-28,SUBMITTED,ACTIVE,96390400.0,5,0.833,INSUFFICIENT_EVIDENCE,HARD,True
BT-002413,TND-000608,BID-001407,2026-08-28,SUBMITTED,ACTIVE,118213100.0,5,0.833,PARTIAL_COMPLIANCE,HARD,True
BT-002414,TND-000608,BID-001653,2026-08-28,SUBMITTED,ACTIVE,126999100.0,6,1.0,INSUFFICIENT_EVIDENCE,HARD,True
BT-002420,TND-000610,BID-000946,2025-09-04,SUBMITTED,ACTIVE,91883000.0,5,0.833,INVALID_DOCUMENT,MEDIUM,True
BT-002421,TND-000610,BID-001494,2025-09-04,SUBMITTED,ACTIVE,106491400.0,5,0.833,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002422,TND-000610,BID-001242,2025-09-04,SUBMITTED,ACTIVE,112779200.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002423,TND-000610,BID-001457,2025-09-04,SUBMITTED,ACTIVE,109583100.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-002424,TND-000610,BID-000096,2025-09-04,SUBMITTED,ACTIVE,104031100.0,4,0.667,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002425,TND-000611,BID-001963,2026-01-23,SUBMITTED,ACTIVE,167148100.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-002426,TND-000611,BID-000383,2026-01-23,SUBMITTED,ACTIVE,164189300.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002427,TND-000611,BID-000431,2026-01-23,SUBMITTED,ACTIVE,170995200.0,6,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-002428,TND-000612,BID-001817,2026-09-13,SUBMITTED,ACTIVE,66788100.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-002429,TND-000612,BID-000702,2026-09-13,SUBMITTED,ACTIVE,54724600.0,6,1.0,INVALID_DOCUMENT,MEDIUM,True
BT-002430,TND-000612,BID-000087,2026-09-13,SUBMITTED,ACTIVE,60036400.0,6,1.0,EXPIRED_DOCUMENT,MEDIUM,True
BT-002431,TND-000612,BID-000025,2026-09-13,SUBMITTED,ACTIVE,61157600.0,6,1.0,INVALID_DOCUMENT,MEDIUM,True
BT-002432,TND-000613,BID-001503,2026-02-11,SUBMITTED,ACTIVE,221267700.0,3,0.5,MISSING_DOCUMENT,MEDIUM,True
BT-002433,TND-000613,BID-001712,2026-02-11,SUBMITTED,ACTIVE,205683200.0,4,0.667,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-002434,TND-000613,BID-001294,2026-02-11,SUBMITTED,ACTIVE,245650900.0,6,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002435,TND-000613,BID-000727,2026-02-11,SUBMITTED,ACTIVE,268215500.0,5,0.833,MINOR_ISSUES,MEDIUM,True
BT-002441,TND-000615,BID-001485,2026-01-08,SUBMITTED,ACTIVE,53206100.0,6,1.0,PARTIAL_COMPLIANCE,HARD,True
BT-002442,TND-000615,BID-001948,2026-01-08,SUBMITTED,ACTIVE,51259100.0,6,1.0,MINOR_ISSUES,HARD,True
BT-002443,TND-000615,BID-000844,2026-01-08,SUBMITTED,ACTIVE,46665900.0,5,0.833,MINOR_ISSUES,HARD,True
BT-002444,TND-000616,BID-000565,2026-09-14,SUBMITTED,ACTIVE,56074900.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002445,TND-000616,BID-001583,2026-09-14,SUBMITTED,ACTIVE,53072300.0,6,1.0,EXPIRED_DOCUMENT,MEDIUM,True
BT-002446,TND-000616,BID-000770,2026-09-14,SUBMITTED,ACTIVE,56611700.0,6,1.0,MINOR_ISSUES,MEDIUM,True
BT-002447,TND-000616,BID-001823,2026-09-14,SUBMITTED,ACTIVE,59560300.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002454,TND-000619,BID-001191,2026-05-02,SUBMITTED,ACTIVE,185023800.0,6,0.857,HARD_AMBIGUOUS_CASE,HARD,True
BT-002455,TND-000619,BID-001680,2026-05-02,SUBMITTED,ACTIVE,163868100.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-002456,TND-000619,BID-001852,2026-05-02,SUBMITTED,ACTIVE,159971800.0,6,0.857,HARD_AMBIGUOUS_CASE,HARD,True
BT-002457,TND-000620,BID-001794,2026-11-01,SUBMITTED,ACTIVE,167218400.0,5,0.833,MINOR_ISSUES,EASY,True
BT-002458,TND-000620,BID-000923,2026-11-01,SUBMITTED,ACTIVE,150106400.0,5,0.833,MINOR_ISSUES,EASY,True
BT-002459,TND-000620,BID-000285,2026-11-01,SUBMITTED,ACTIVE,138438700.0,6,1.0,INCONSISTENT_DOCUMENT,EASY,True
BT-002460,TND-000620,BID-001832,2026-11-01,SUBMITTED,ACTIVE,143659400.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002461,TND-000620,BID-001354,2026-11-01,SUBMITTED,ACTIVE,152909000.0,5,0.833,INSUFFICIENT_EVIDENCE,EASY,True
BT-002462,TND-000621,BID-000392,2026-08-12,SUBMITTED,ACTIVE,227593700.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002463,TND-000621,BID-001538,2026-08-12,SUBMITTED,ACTIVE,192032200.0,7,1.0,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-002464,TND-000621,BID-001954,2026-08-12,SUBMITTED,ACTIVE,214228400.0,7,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002465,TND-000622,BID-001319,2026-09-13,SUBMITTED,ACTIVE,43513100.0,5,0.833,FULLY_COMPLIANT,HARD,True
BT-002466,TND-000622,BID-000528,2026-09-13,SUBMITTED,ACTIVE,44875700.0,6,1.0,INCONSISTENT_DOCUMENT,HARD,True
BT-002467,TND-000622,BID-000794,2026-09-13,SUBMITTED,ACTIVE,41559900.0,6,1.0,PARTIAL_COMPLIANCE,HARD,True
BT-002468,TND-000622,BID-000137,2026-09-13,SUBMITTED,ACTIVE,51406600.0,5,0.833,MINOR_ISSUES,HARD,True
BT-002469,TND-000622,BID-000236,2026-09-13,SUBMITTED,ACTIVE,44836300.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-002474,TND-000624,BID-001606,2025-06-03,SUBMITTED,ACTIVE,206413800.0,1,0.167,MISSING_DOCUMENT,HARD,True
BT-002475,TND-000624,BID-000483,2025-06-03,SUBMITTED,ACTIVE,231442500.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-002476,TND-000624,BID-000036,2025-06-03,SUBMITTED,ACTIVE,225115900.0,6,1.0,PARTIAL_COMPLIANCE,HARD,True
BT-002477,TND-000624,BID-001343,2025-06-03,SUBMITTED,ACTIVE,243141400.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-002478,TND-000624,BID-000255,2025-06-03,SUBMITTED,ACTIVE,223171700.0,5,0.833,FULLY_COMPLIANT,HARD,True
BT-002479,TND-000625,BID-001560,2025-12-20,SUBMITTED,ACTIVE,116840400.0,6,1.0,MINOR_ISSUES,MEDIUM,True
BT-002480,TND-000625,BID-001895,2025-12-20,SUBMITTED,ACTIVE,131907800.0,5,0.833,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002481,TND-000625,BID-000936,2025-12-20,SUBMITTED,ACTIVE,114248800.0,6,1.0,INVALID_DOCUMENT,MEDIUM,True
BT-002482,TND-000625,BID-000712,2025-12-20,SUBMITTED,ACTIVE,123461700.0,6,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002483,TND-000625,BID-001243,2025-12-20,SUBMITTED,ACTIVE,132465700.0,3,0.5,MISSING_DOCUMENT,MEDIUM,True
BT-002484,TND-000626,BID-000699,2025-12-13,SUBMITTED,ACTIVE,155089500.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-002485,TND-000626,BID-000240,2025-12-13,SUBMITTED,ACTIVE,146324500.0,7,1.0,INSUFFICIENT_EVIDENCE,HARD,True
BT-002486,TND-000626,BID-000117,2025-12-13,SUBMITTED,ACTIVE,153430300.0,7,1.0,INSUFFICIENT_EVIDENCE,HARD,True
BT-002487,TND-000626,BID-000717,2025-12-13,SUBMITTED,ACTIVE,163228000.0,6,0.857,MINOR_ISSUES,HARD,True
BT-002488,TND-000626,BID-000950,2025-12-13,SUBMITTED,ACTIVE,141730600.0,4,0.571,MISSING_DOCUMENT,HARD,True
BT-002489,TND-000627,BID-001730,2026-07-25,SUBMITTED,ACTIVE,121466300.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-002490,TND-000627,BID-000975,2026-07-25,SUBMITTED,ACTIVE,131521400.0,7,1.0,FULLY_COMPLIANT,HARD,True
BT-002491,TND-000627,BID-000407,2026-07-25,SUBMITTED,ACTIVE,127433300.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-002492,TND-000627,BID-001956,2026-07-25,SUBMITTED,ACTIVE,126802600.0,7,1.0,INCONSISTENT_DOCUMENT,HARD,True
BT-002493,TND-000628,BID-000578,2025-05-24,SUBMITTED,ACTIVE,130399300.0,3,0.5,MISSING_DOCUMENT,EASY,True
BT-002494,TND-000628,BID-000412,2025-05-24,SUBMITTED,ACTIVE,134494000.0,6,1.0,INSUFFICIENT_EVIDENCE,EASY,True
BT-002495,TND-000628,BID-001301,2025-05-24,SUBMITTED,ACTIVE,107086400.0,6,1.0,INSUFFICIENT_EVIDENCE,EASY,True
BT-002496,TND-000629,BID-001717,2025-03-05,SUBMITTED,ACTIVE,30506700.0,7,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002497,TND-000629,BID-001190,2025-03-05,SUBMITTED,ACTIVE,35355200.0,6,0.857,EXPIRED_DOCUMENT,MEDIUM,True
BT-002498,TND-000629,BID-001368,2025-03-05,SUBMITTED,ACTIVE,28614600.0,6,0.857,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-002499,TND-000630,BID-000501,2025-11-23,SUBMITTED,ACTIVE,237318900.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-002500,TND-000630,BID-000524,2025-11-23,SUBMITTED,ACTIVE,231855900.0,6,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002501,TND-000630,BID-000236,2025-11-23,SUBMITTED,ACTIVE,242212800.0,6,1.0,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-002502,TND-000630,BID-000158,2025-11-23,SUBMITTED,ACTIVE,240921400.0,5,0.833,MISSING_DOCUMENT,MEDIUM,True
BT-002506,TND-000632,BID-001721,2025-11-23,SUBMITTED,ACTIVE,99540300.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-002507,TND-000632,BID-001430,2025-11-23,SUBMITTED,ACTIVE,111016000.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002508,TND-000632,BID-001264,2025-11-23,SUBMITTED,ACTIVE,106918800.0,6,1.0,HARD_AMBIGUOUS_CASE,EASY,True
BT-002509,TND-000632,BID-000387,2025-11-23,SUBMITTED,ACTIVE,100913300.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002510,TND-000633,BID-000063,2025-06-07,SUBMITTED,ACTIVE,217970800.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-002511,TND-000633,BID-000381,2025-06-07,SUBMITTED,ACTIVE,209110700.0,5,0.833,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002512,TND-000633,BID-000333,2025-06-07,SUBMITTED,ACTIVE,203932700.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002513,TND-000633,BID-001419,2025-06-07,SUBMITTED,ACTIVE,236976800.0,6,1.0,INCONSISTENT_DOCUMENT,MEDIUM,True
BT-002514,TND-000634,BID-000563,2026-05-17,SUBMITTED,ACTIVE,134153800.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-002515,TND-000634,BID-000248,2026-05-17,SUBMITTED,ACTIVE,141715200.0,6,1.0,HARD_AMBIGUOUS_CASE,EASY,True
BT-002516,TND-000634,BID-000769,2026-05-17,SUBMITTED,ACTIVE,143220200.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002517,TND-000634,BID-001714,2026-05-17,SUBMITTED,ACTIVE,169521700.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002523,TND-000636,BID-000722,2025-07-23,SUBMITTED,ACTIVE,40350700.0,6,1.0,MINOR_ISSUES,EASY,True
BT-002524,TND-000636,BID-001020,2025-07-23,SUBMITTED,ACTIVE,31335800.0,4,0.667,FULLY_COMPLIANT,EASY,True
BT-002525,TND-000636,BID-000861,2025-07-23,SUBMITTED,ACTIVE,33297700.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-002526,TND-000636,BID-000325,2025-07-23,SUBMITTED,ACTIVE,35878000.0,6,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-002527,TND-000636,BID-000085,2025-07-23,SUBMITTED,ACTIVE,37043500.0,6,1.0,INVALID_DOCUMENT,EASY,True
BT-002528,TND-000637,BID-000881,2026-01-12,SUBMITTED,ACTIVE,45211600.0,7,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002529,TND-000637,BID-000728,2026-01-12,SUBMITTED,ACTIVE,46154100.0,7,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002530,TND-000637,BID-000193,2026-01-12,SUBMITTED,ACTIVE,49277300.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-002531,TND-000637,BID-000495,2026-01-12,SUBMITTED,ACTIVE,51797400.0,5,0.714,FULLY_COMPLIANT,MEDIUM,True
BT-002532,TND-000638,BID-000928,2025-08-19,SUBMITTED,ACTIVE,107666000.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-002533,TND-000638,BID-000625,2025-08-19,SUBMITTED,ACTIVE,112480100.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002534,TND-000638,BID-001795,2025-08-19,SUBMITTED,ACTIVE,116501100.0,6,0.857,INCONSISTENT_DOCUMENT,MEDIUM,True
BT-002535,TND-000638,BID-000582,2025-08-19,SUBMITTED,ACTIVE,123666800.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-002536,TND-000639,BID-000373,2025-04-05,SUBMITTED,ACTIVE,48360600.0,5,0.833,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002537,TND-000639,BID-000805,2025-04-05,SUBMITTED,ACTIVE,40255900.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002538,TND-000639,BID-000509,2025-04-05,SUBMITTED,ACTIVE,52220300.0,6,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002539,TND-000639,BID-000551,2025-04-05,SUBMITTED,ACTIVE,43719100.0,5,0.833,MINOR_ISSUES,MEDIUM,True
BT-002540,TND-000640,BID-000347,2025-03-24,SUBMITTED,ACTIVE,59525800.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002541,TND-000640,BID-001990,2025-03-24,SUBMITTED,ACTIVE,55904400.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002542,TND-000640,BID-001699,2025-03-24,SUBMITTED,ACTIVE,52459000.0,6,1.0,INCONSISTENT_DOCUMENT,MEDIUM,True
BT-002543,TND-000640,BID-001777,2025-03-24,SUBMITTED,ACTIVE,52383400.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002544,TND-000641,BID-001302,2025-05-27,SUBMITTED,ACTIVE,108585200.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-002545,TND-000641,BID-000393,2025-05-27,SUBMITTED,ACTIVE,93969900.0,6,0.857,HARD_AMBIGUOUS_CASE,EASY,True
BT-002546,TND-000641,BID-001400,2025-05-27,SUBMITTED,ACTIVE,103765600.0,7,1.0,MINOR_ISSUES,EASY,True
BT-002547,TND-000642,BID-001890,2026-05-06,SUBMITTED,ACTIVE,163064700.0,5,0.833,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002548,TND-000642,BID-001445,2026-05-06,SUBMITTED,ACTIVE,167720900.0,5,0.833,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002549,TND-000642,BID-001073,2026-05-06,SUBMITTED,ACTIVE,177918900.0,6,1.0,MINOR_ISSUES,MEDIUM,True
BT-002550,TND-000643,BID-001826,2026-04-23,SUBMITTED,ACTIVE,110317600.0,6,0.857,MINOR_ISSUES,MEDIUM,True
BT-002551,TND-000643,BID-000527,2026-04-23,SUBMITTED,ACTIVE,97512600.0,7,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002552,TND-000643,BID-001979,2026-04-23,SUBMITTED,ACTIVE,97743200.0,6,0.857,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002553,TND-000643,BID-000479,2026-04-23,SUBMITTED,ACTIVE,111299000.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002554,TND-000643,BID-001815,2026-04-23,SUBMITTED,ACTIVE,101316400.0,7,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002555,TND-000644,BID-001763,2026-05-25,SUBMITTED,ACTIVE,70177800.0,6,0.857,FULLY_COMPLIANT,EASY,True
BT-002556,TND-000644,BID-001924,2026-05-25,SUBMITTED,ACTIVE,67467800.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-002557,TND-000644,BID-001540,2026-05-25,SUBMITTED,ACTIVE,57730600.0,7,1.0,MINOR_ISSUES,EASY,True
BT-002558,TND-000645,BID-001237,2026-09-14,SUBMITTED,ACTIVE,250925400.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002559,TND-000645,BID-001064,2026-09-14,SUBMITTED,ACTIVE,237220800.0,6,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002560,TND-000645,BID-000784,2026-09-14,SUBMITTED,ACTIVE,263167500.0,6,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002561,TND-000646,BID-000669,2026-01-24,SUBMITTED,ACTIVE,68129000.0,5,0.833,MINOR_ISSUES,HARD,True
BT-002562,TND-000646,BID-000319,2026-01-24,SUBMITTED,ACTIVE,66192000.0,6,1.0,MINOR_ISSUES,HARD,True
BT-002563,TND-000646,BID-001305,2026-01-24,SUBMITTED,ACTIVE,54640000.0,6,1.0,HARD_AMBIGUOUS_CASE,HARD,True
BT-002564,TND-000646,BID-001118,2026-01-24,SUBMITTED,ACTIVE,63900500.0,5,0.833,EXPIRED_DOCUMENT,HARD,True
BT-002565,TND-000647,BID-000510,2026-07-03,SUBMITTED,ACTIVE,3468400.0,7,1.0,FULLY_COMPLIANT,HARD,True
BT-002566,TND-000647,BID-001270,2026-07-03,SUBMITTED,ACTIVE,3535900.0,7,1.0,MINOR_ISSUES,HARD,True
BT-002567,TND-000647,BID-001015,2026-07-03,SUBMITTED,ACTIVE,4321200.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-002572,TND-000649,BID-001843,2025-11-17,SUBMITTED,ACTIVE,132918100.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-002573,TND-000649,BID-000528,2025-11-17,SUBMITTED,ACTIVE,149721700.0,6,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002574,TND-000649,BID-001510,2025-11-17,SUBMITTED,ACTIVE,154388900.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-002575,TND-000649,BID-000480,2025-11-17,SUBMITTED,ACTIVE,146554800.0,6,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-002576,TND-000649,BID-001894,2025-11-17,SUBMITTED,ACTIVE,147589300.0,5,0.833,MINOR_ISSUES,MEDIUM,True
BT-002577,TND-000650,BID-001168,2026-10-14,SUBMITTED,ACTIVE,45569000.0,6,1.0,MINOR_ISSUES,HARD,True
BT-002578,TND-000650,BID-000241,2026-10-14,SUBMITTED,ACTIVE,45664700.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-002579,TND-000650,BID-000397,2026-10-14,SUBMITTED,ACTIVE,54051600.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-002580,TND-000651,BID-000341,2026-09-18,SUBMITTED,ACTIVE,154990500.0,4,0.667,MISSING_DOCUMENT,EASY,True
BT-002581,TND-000651,BID-001147,2026-09-18,SUBMITTED,ACTIVE,149609100.0,6,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-002582,TND-000651,BID-000518,2026-09-18,SUBMITTED,ACTIVE,118267200.0,5,0.833,INSUFFICIENT_EVIDENCE,EASY,True
BT-002583,TND-000651,BID-000268,2026-09-18,SUBMITTED,ACTIVE,131949400.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-002588,TND-000653,BID-000248,2025-06-23,SUBMITTED,ACTIVE,82761600.0,6,1.0,INCONSISTENT_DOCUMENT,EASY,True
BT-002589,TND-000653,BID-001106,2025-06-23,SUBMITTED,ACTIVE,80312200.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-002590,TND-000653,BID-001714,2025-06-23,SUBMITTED,ACTIVE,81362600.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002591,TND-000653,BID-001014,2025-06-23,SUBMITTED,ACTIVE,100982200.0,5,0.833,INVALID_DOCUMENT,EASY,True
BT-002592,TND-000653,BID-000597,2025-06-23,SUBMITTED,ACTIVE,100271100.0,6,1.0,INSUFFICIENT_EVIDENCE,EASY,True
BT-002593,TND-000654,BID-000853,2025-03-29,SUBMITTED,ACTIVE,15332000.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-002594,TND-000654,BID-001162,2025-03-29,SUBMITTED,ACTIVE,15168500.0,5,0.833,INSUFFICIENT_EVIDENCE,EASY,True
BT-002595,TND-000654,BID-001089,2025-03-29,SUBMITTED,ACTIVE,15344000.0,6,1.0,INSUFFICIENT_EVIDENCE,EASY,True
BT-002596,TND-000654,BID-000812,2025-03-29,SUBMITTED,ACTIVE,15082400.0,5,0.833,HARD_AMBIGUOUS_CASE,EASY,True
BT-002597,TND-000654,BID-000630,2025-03-29,SUBMITTED,ACTIVE,15374200.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-002598,TND-000655,BID-001271,2026-07-30,SUBMITTED,ACTIVE,134912000.0,6,0.857,PARTIAL_COMPLIANCE,HARD,True
BT-002599,TND-000655,BID-000554,2026-07-30,SUBMITTED,ACTIVE,143800100.0,7,1.0,PARTIAL_COMPLIANCE,HARD,True
BT-002600,TND-000655,BID-000941,2026-07-30,SUBMITTED,ACTIVE,145082300.0,7,1.0,FULLY_COMPLIANT,HARD,True
BT-002605,TND-000657,BID-000481,2026-05-08,SUBMITTED,ACTIVE,14529900.0,5,0.714,FULLY_COMPLIANT,MEDIUM,True
BT-002606,TND-000657,BID-000555,2026-05-08,SUBMITTED,ACTIVE,18079600.0,7,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-002607,TND-000657,BID-000807,2026-05-08,SUBMITTED,ACTIVE,14589600.0,7,1.0,INCONSISTENT_DOCUMENT,MEDIUM,True
BT-002612,TND-000659,BID-001907,2026-01-06,SUBMITTED,ACTIVE,139218000.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-002613,TND-000659,BID-001988,2026-01-06,SUBMITTED,ACTIVE,143651700.0,6,0.857,HARD_AMBIGUOUS_CASE,EASY,True
BT-002614,TND-000659,BID-001424,2026-01-06,SUBMITTED,ACTIVE,128685500.0,7,1.0,MISSING_DOCUMENT,EASY,True
BT-002615,TND-000659,BID-001155,2026-01-06,SUBMITTED,ACTIVE,116835600.0,6,0.857,INVALID_DOCUMENT,EASY,True
BT-002619,TND-000661,BID-001445,2026-04-14,SUBMITTED,ACTIVE,120469100.0,5,0.833,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-002620,TND-000661,BID-000313,2026-04-14,SUBMITTED,ACTIVE,116333900.0,4,0.667,MINOR_ISSUES,MEDIUM,True
BT-002621,TND-000661,BID-000455,2026-04-14,SUBMITTED,ACTIVE,109699400.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-002632,TND-000665,BID-001285,2025-04-29,SUBMITTED,ACTIVE,208572200.0,6,1.0,EXPIRED_DOCUMENT,HARD,True
BT-002633,TND-000665,BID-000812,2025-04-29,SUBMITTED,ACTIVE,231611800.0,5,0.833,FULLY_COMPLIANT,HARD,True
BT-002634,TND-000665,BID-001517,2025-04-29,SUBMITTED,ACTIVE,197913600.0,5,0.833,INSUFFICIENT_EVIDENCE,HARD,True
BT-002635,TND-000666,BID-001814,2025-05-10,SUBMITTED,ACTIVE,123765800.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-002636,TND-000666,BID-000499,2025-05-10,SUBMITTED,ACTIVE,118414900.0,5,0.714,FULLY_COMPLIANT,EASY,True
BT-002637,TND-000666,BID-001223,2025-05-10,SUBMITTED,ACTIVE,120273400.0,4,0.571,MINOR_ISSUES,EASY,True
BT-002638,TND-000666,BID-001011,2025-05-10,SUBMITTED,ACTIVE,128364300.0,6,0.857,MINOR_ISSUES,EASY,True
BT-002639,TND-000667,BID-001625,2025-07-01,SUBMITTED,ACTIVE,166314700.0,5,0.833,INCONSISTENT_DOCUMENT,MEDIUM,True
BT-002640,TND-000667,BID-000364,2025-07-01,SUBMITTED,ACTIVE,138189900.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
